Kood;Vanem;Tegevusala tekst;SIIA KUULUB;SIIA KUULUB VEEL;SIIA EI KUULU;ERIALALIIDUD;ON ERINÕUDEID?
38311;3831;Põletamine energia tootmiseta;Siia klassi kuulub jäätmete kõrvaldamine ja nende eelnev töötlemine kõrvaldamiseks põletamise või termilise töötluse teel ilma energia tootmiseta;;jäätmete termiline töötlemine energia tootmiseks, vt 38221;;JAH
3832;383;Prügilasse ladestamine või püsiv ladustamine;"Siia klassi kuulub tava- või ohtlike jäätmete kõrvaldamine ja töötlemine enne kõrvaldamist, olenemata sellest, kas jäätmed on tahked või mitte, maapinnale või maapinda (st maa alla) või alalistes jäätmehoidlates või -kohtades.
Siia klassi kuulub:
- prügilate käitamine jäätmete kõrvaldamiseks
- orgaaniliste jäätmete töötlemine prügilasse ladestamiseks või püsivaks ladustamiseks
- loomse päritoluga kõrvalsaaduste ladestamine prügilasse
Siia klassi kuulub ka:
- jäätmete püsiv maa-alune ladustamine sügavas geoloogilises õõnsuses, nt soola- või kaaliumikaevanduses
- kogutud süsinikdioksiidi säilitamine";;"rajatiste käitamine, kus jäätmed edasiseks veoks maha laaditakse, vt 381
rajatiste käitamine, kus taaskasutatavaid materjale sorteeritakse, vt 3821
saastest puhastamine, pinnase ja vee puhastamine, mürgiste ainete tõrje, vt 3900";;JAH
38321;3832;Prügilasse ladestamine või püsiv ladustamine;"Siia klassi kuulub tava- või ohtlike jäätmete kõrvaldamine ja töötlemine enne kõrvaldamist, olenemata sellest, kas jäätmed on tahked või mitte, maapinnale või maapinda (st maa alla) või alalistes jäätmehoidlates või -kohtades.
Siia klassi kuulub:
- prügilate käitamine jäätmete kõrvaldamiseks
- orgaaniliste jäätmete töötlemine prügilasse ladestamiseks või püsivaks ladustamiseks
- loomse päritoluga kõrvalsaaduste ladestamine prügilasse
Siia klassi kuulub ka:
- jäätmete püsiv maa-alune ladustamine sügavas geoloogilises õõnsuses, nt soola- või kaaliumikaevanduses
- kogutud süsinikdioksiidi säilitamine";;"rajatiste käitamine, kus jäätmed edasiseks veoks maha laaditakse, vt 381
rajatiste käitamine, kus taaskasutatavaid materjale sorteeritakse, vt 38211
saastest puhastamine, pinnase ja vee puhastamine, mürgiste ainete tõrje, vt 39001";;JAH
3833;383;Muu jäätmete kõrvaldamine;"Siia klassi kuulub:
- vedelate jäätmete juhtimine meredesse/ookeanidesse vm veekogudesse, k.a ladestamine merepõhja
- süvainjektsioon, vedelate heidete pumpamine puuraukudesse, mahajäetud soolakaevandustesse või looduslikesse tühemikesse";;"rajatiste käitamine, kus taaskasutatavaid materjale sorteeritakse, vt 3821
energia tootmine jäätmete termilise töötlemise tulemusel, vt 3822
saastest puhastamine, pinnase ja vee puhastamine, mürgiste ainete tõrje, vt 3900";;JAH
38331;3833;Muu jäätmete kõrvaldamine;"Siia klassi kuulub:
- vedelate jäätmete juhtimine meredesse/ookeanidesse vm veekogudesse, k.a ladestamine merepõhja
- süvainjektsioon, vedelate heidete pumpamine puuraukudesse, mahajäetud soolakaevandustesse või looduslikesse tühemikesse";;"rajatiste käitamine, kus taaskasutatavaid materjale sorteeritakse, vt 38211
energia tootmine jäätmete termilise töötlemise tulemusel, vt 38221
saastest puhastamine, pinnase ja vee puhastamine, mürgiste ainete tõrje, vt 39001";;JAH
39;E;Saastekäitlus ja muud jäätmekäitlustegevused;Siia ossa kuulub saastekäitlusteenuste osutamine, nt saastunud hoonete, alade, pinnase, pinna- või põhjavee puhastamine.;;;"Eesti E-kaubanduse Liit
Eesti Kaitse- ja Kosmosetööstuse Liit
Eesti Tööandjate Keskliit
Eesti Väike – ja Keskmiste Ettevõtjate Assotsiatsioon (EVEA)
Rahvusvaheline Kaubanduskoda ICC Eesti";EI
390;39;Saastekäitlus ja muud jäätmekäitlustegevused;;;;;EI
3900;390;Saastekäitlus ja muud jäätmekäitlustegevused;"Siia klassi kuulub:
- pinnase ja põhjavee saastest puhastamine reostuskohas in situ või ex situ, kasutades nt mehaanilisi, keemilisi või bioloogilisi meetodeid
- tööstusettevõtete või -kohtade, k.a tuumajaamade ja -objektide saastest puhastamine
- pinnaveest saaste eemaldamine ja selle puhastamine pärast juhuslikku reostust, nt saasteainete kogumise või kemikaalide kasutamise kaudu
- naftareostuse ja muu reostuse koristamine maismaal, pinnavees, ookeanis ja meres, k.a rannikualadel
- asbesti, pliivärvi ja muude mürgiste materjalide tõrje
- maamiinide jms likvideerimine, k.a lõhkamine leiukohas
- muud spetsiifilised saastetõrjetegevused
- süsinikdioksiidi kogumine
- kaevanduskohtade korrastamine
Siia klassi kuulub ka:
- ehitusjärgseks taastamiseks vajalikud korrastus-, kontrolli- ja järelevalveteenused";;"kahjuritõrje põllumajanduses, vt 0161
vee puhastamine veevarustuse eesmärgil, vt 3600
jäätmete taaskasutamine, vt 382
jäätmete käitlemine nende kõrvaldamiseks, vt 383
kogutud süsinikdioksiidi (CO2) säilitamine, vt 3832
kaevandusalade taastamise rajatised, vt jagu F
tänavate pühkimine ja kastmine, vt 8123";;JAH
39001;3900;Saastekäitlus ja muud jäätmekäitlustegevused;"Siia klassi kuulub:
- pinnase ja põhjavee saastest puhastamine reostuskohas in situ või ex situ, kasutades nt mehaanilisi, keemilisi või bioloogilisi meetodeid
- tööstusettevõtete või -kohtade, k.a tuumajaamade ja -objektide saastest puhastamine
- pinnaveest saaste eemaldamine ja selle puhastamine pärast juhuslikku reostust, nt saasteainete kogumise või kemikaalide kasutamise kaudu
- naftareostuse ja muu reostuse koristamine maismaal, pinnavees, ookeanis ja meres, k.a rannikualadel
- asbesti, pliivärvi ja muude mürgiste materjalide tõrje
- maamiinide jms likvideerimine, k.a lõhkamine leiukohas
- muud spetsiifilised saastetõrjetegevused
- süsinikdioksiidi kogumine
- kaevanduskohtade korrastamine
Siia klassi kuulub ka:
- ehitusjärgseks taastamiseks vajalikud korrastus-, kontrolli- ja järelevalveteenused";;"kahjuritõrje põllumajanduses, vt 01611
vee puhastamine veevarustuse eesmärgil, vt 36001, 36002
jäätmete taaskasutamine, vt 382
jäätmete käitlemine nende kõrvaldamiseks, vt 383
kogutud süsinikdioksiidi (CO2) säilitamine, vt 38321
kaevandusalade taastamise rajatised, vt jagu F
tänavate pühkimine ja kastmine, vt 81231";;JAH
F;;EHITUS;"Siia jakku kuulub hoonete ja rajatiste üld- ja eriehitus. Jagu hõlmab uusehitust, juurde- ja ümberehitust, remonti, kokkupandavate hoonete jt ehitiste montaaži ehitusplatsil ning ajutiste ehitiste püstitamist. 
Üldehitus on terviklike hoonete (nt elamud, büroohooned, poed, talu- ja loomakasvatushooned vm elu-, ühiskondlikud või tootmishooned) ning rajatiste ehitus (nt kiir- ja maanteed, tänavad, sillad, tunnelid, raudteed, lennuväljad, sadamad vm vesiehitised, niisutus- ja kanalisatsioonisüsteemid, torujuhtmed, 
elektriliinid vm tehnorajatised, spordirajatised jne).
 
Üldehitustöid tehakse kas oma kulul, tasu eest või lepingu alusel. Osa töödest või kogu ehitustöö võib tellida alltöövõtjatelt. Siia liigitatakse üksus, kes kannab üldvastutust ehitise valmimise eest. 
Ehituse alla kuulub ka hoonete ja rajatiste remont. Hoonete lahutamatuks osaks olevate seadmete, nt eskalaatorite või kliimaseadmete hooldus, remont ja paigaldus klassifitseeritakse ehituseks jakku F, kui see toimub ehitusplatsil.
Osa 41 hõlmab terviklike hoonete ning osa 42 terviklike rajatiste ehitamiste, osa 43 ehitustegevuse raames tehtavaid eriehitustöid. 
Ehitusseadmete rentimine koos operaatoriga liigitatakse vastava seadmega tehtava eriehitustöö alla.
Siia jakku kuulub ka:
- ajalooliste ja arheoloogiliste paikade ja hoonete renoveerimine, uuendamine, rekonstrueerimine ja kaasajastamine";;"tootmistegevused, mida ei tehta ehitusplatsil, vt jagu C
puidust või metallist konstruktsioonide ja kokkupandavate hooneosade valmistamine ja tarnimine minimaalse kohapealse ehitustööga, vt osad 16, 25
arheoloogilised väljakaevamised, vt 7220
konserveerimine, taastamine ja muud kultuuripärandi säilimist toetavad tegevused vt 9130";"Eesti Ehitusettevõtjate Liit
Eesti E-kaubanduse Liit
Eesti Kaitse- ja Kosmosetööstuse Liit
Eesti Kaubandus-Tööstuskoda
Eesti Tööandjate Keskliit
Eesti Väike – ja Keskmiste Ettevõtjate Assotsiatsioon (EVEA)
Rahvusvaheline Kaubanduskoda ICC Eesti";EI
41;F;Elamute ja mitteeluhoonete ehitus;"Siia ossa kuulub igat tüüpi ja eri suurusega hoonete ehitamine üldiselt. Siia kuuluvad nii ehitus, remont, juurde- ja ümberehitustööd kui ka kokkupandavate ja ajutise iseloomuga ehitiste püstitamine kohapeal.
Siia kuulub tervikhoonete ehitamine, nt kodud, kontorid, kauplused ja olme- või taluhooned.";;;"Eesti Ehitusettevõtjate Liit
Eesti E-kaubanduse Liit
Eesti Kaitse- ja Kosmosetööstuse Liit
Eesti Kaubandus-Tööstuskoda
Eesti Tööandjate Keskliit
Eesti Väike – ja Keskmiste Ettevõtjate Assotsiatsioon (EVEA)
Rahvusvaheline Kaubanduskoda ICC Eesti";EI
410;41;Elamute ja mitteeluhoonete ehitus;;;;;EI
4100;410;Elamute ja mitteeluhoonete ehitus;"Siia klassi kuuluvad elamute või mitteeluhoonete ehitamine, samuti juurde- ja ümberehitustööd. Osa töödest või kogu ehitustöö võib tellida alltöövõtjatelt. Kui läbi viiakse ainult spetsiifilisi ehitusprotsesse, liigitatakse tegevus ossa 43.
Siia klassi kuulub:
- igat tüüpi hoonete ehitamine:
 • elamud
 • tööstus- ja tootmishooned, nt tehased, töökojad jms
 • haiglad, koolid ja kontorihooned
 • hotellid, poed, kaubanduskeskused ja restoranid
 • lennujaamahooned
 • spordihooned
 • parkimismajad, k.a maa-alused
 • laohooned
 • sakraalehitised
- kohapeal kokkupanemist vajavate elementhoonete püstitamine
Siia klassi kuulub ka:
- olemasolevate elamute või mitteeluhoonete täielik ümberehitus või renoveerimine, mis hõlmab mitut eriehitustegevust
- pneumokonstruktsioonide, nt pneumohallide ehitus";;"tööstusrajatiste, v.a hoonete ehitamine, vt 4299
ehitusprojektide arendamine hilisemaks müügiks, vt 6812
arhitektuuri- ja inseneritegevus, vt 711
ehituse projektijuhtimine, vt 711";;JAH
41001;4100;Elamute ja mitteeluhoonete ehitus;"Siia klassi kuuluvad elamute või mitteeluhoonete ehitamine, samuti juurde- ja ümberehitustööd. Osa töödest või kogu ehitustöö võib tellida alltöövõtjatelt. Kui läbi viiakse ainult spetsiifilisi ehitusprotsesse, liigitatakse tegevus ossa 43.
Siia klassi kuulub:
- kohapeal kokkupanemist vajavate elementhoonete püstitamine
Igat tüüpi hoonete ehitamine:
- elamud
- tööstus- ja tootmishooned, nt tehased, töökojad jms
- haiglad, koolid ja kontorihooned
- hotellid, poed, kaubanduskeskused ja restoranid
- lennujaamahooned
- spordihooned
- parkimismajad, k.a maa-alused
- laohooned
- sakraalehitised
Siia klassi kuulub ka:
- olemasolevate elamute või mitteeluhoonete täielik ümberehitus või renoveerimine, mis hõlmab mitut eriehitustegevust
- pneumokonstruktsioonide, nt pneumohallide ehitus";"elamute restaureerimine
mõisade siserenoveerimine
omavalmistatud puitehitiste paigaldamine/püstitamine
puidust või plastist ehitiste püstitamine/paigaldamine";"tööstusrajatiste, v.a hoonete ehitamine, vt 42991
ehitusprojektide arendamine hilisemaks müügiks, vt 68121
arhitektuuri- ja inseneritegevus, vt 711
ehituse projektijuhtimine, vt 711";;JAH
42;F;Rajatiste ehitus;"Siia ossa kuulub rajatiste ehitamine. Siia kuuluvad uusehitised, remont, juurde- ja ümberehitustööd, kokkupandavate ja ka ajutise iseloomuga objektide püstitamine kohapeal.
 
Siia kuulub suurte konstruktsioonide ehitamine, nt kiirteed, teed, elektrijaamad, sillad, tunnelid, raudteed, lennuväljad, sadamad ja muud vesiehitised, niisutussüsteemid, kanalisatsioonisüsteemid, tööstusrajatised, torustikud ja elektriliinid, välispordirajatised. Seda tööd võib teha oma kulul või tasu eest või lepingu alusel. Osa töödest või kogu ehitustöö võib tellida alltöövõtjatelt.";;;"Eesti Ehitusettevõtjate Liit
Eesti E-kaubanduse Liit
Eesti Kaitse- ja Kosmosetööstuse Liit
Eesti Kaubandus-Tööstuskoda
Eesti Tööandjate Keskliit
Eesti Väike – ja Keskmiste Ettevõtjate Assotsiatsioon (EVEA)
Rahvusvaheline Kaubanduskoda ICC Eesti";EI
421;42;Teede ja rööbasteede ehitus;;;;;EI
4211;421;Maanteede ja kiirteede ehitus;"Siia klassi kuulub:
- maanteede, tänavate, teede, muude sõidu- ja jalgteede ehitamine
- kattetööd, nt teedele ja sildadele asfaltbetoon-, betoon- või kivikatete ehitamine
- lennuväljade lennuradade ehitamine
- ebatasaste, katteta teede ja radade ehitamine maastikuratastega sõitmiseks";;"tänavavalgustuse ja elektrisignalisatsiooni paigaldamine, vt 4321
tänavate, teede jms teekatte märgistustööd, vt 4350
põrkepiirete, liiklusmärkide jms paigaldamine, vt 4350
ehituse projektijuhtimine, vt 711
inseneritegevused, vt 7112";;EI
42111;4211;Maanteede ja kiirteede ehitus;"Siia klassi kuulub:
- maanteede, tänavate, teede, muude sõidu- ja jalgteede ehitamine
- kattetööd, nt teedele ja sildadele asfaltbetoon-, betoon- või kivikatete ehitamine
- lennuväljade lennuradade ehitamine
- ebatasaste, katteta teede ja radade ehitamine maastikuratastega sõitmiseks";"jalgrattateede ehitus
lennuvälja stardi- ja maandumisradade ehitus
teede ja kiirteede remont ning sellega kaasnev hooldus
äärekivide paigaldus";"tänavavalgustuse ja elektrisignalisatsiooni paigaldamine, vt 43211, 43212
tänavate, teede jms teekatte märgistustööd, vt 43501
põrkepiirete, liiklusmärkide jms paigaldamine, vt 43501
ehituse projektijuhtimine, vt 711
inseneritegevused, vt 71121, 71129
teede puhastus, vt 81231";;EI
4212;421;Raudteede ja metroo ehitus;"Siia klassi kuulub:
- raudteede ja metroode ehitus
- raudteede elektriliinide ja juhtrööbaste ehitus";;"tänavavalgustuse ja elektrisignalisatsiooni paigaldamine, vt 4321
ehituse projektijuhtimine, vt 711
inseneritegevus, vt 7112";;EI
42121;4212;Raudteede ja metroo ehitus;"Siia klassi kuulub:
- raudteede ja metroode ehitus
- raudteede elektriliinide ja juhtrööbaste ehitus";"killustiku laotamine ja raudteerööbaste paigaldus
köisraudteede ehitus
pööranguseadmete, pöörangute ja ristumiskohtade paigaldus
raudtee elektrifitseerimissüsteemide ehitus
raudteede kontrolli- ja kaitserajatiste ehitus
raudteede renoveerimis- ja parandustööd− raudteede ja metroo hooldus ja remont";"tänavavalgustuse ja elektrisignalisatsiooni paigaldamine, vt 43211, 43212
ehituse projektijuhtimine, vt 711
inseneritegevus, vt 71121";;EI
4213;421;Silla- ja tunneliehitus;"Siia klassi kuulub:
- sildade, k.a raudtee- ja maanteeviaduktide ehitus
- tunnelite, k.a raudtee- ja maanteetunnelite ehitus";;"raudteede ehitamine, vt 4212
tänavavalgustuse ja elektrisignalisatsiooni paigaldamine, vt 4321
ehituse projektijuhtimine, vt 711
inseneritegevus, vt 7112";;EI
42131;4213;Silla- ja tunneliehitus;"Siia klassi kuulub:
- sildade, k.a raudtee- ja maanteeviaduktide ehitus
- tunnelite, k.a raudtee- ja maanteetunnelite ehitus";sildade ja tunnelite hooldus ja remont;"raudteede ehitamine, vt 42121
tänavavalgustuse ja elektrisignalisatsiooni paigaldamine, vt 43211, 43212
ehituse projektijuhtimine, vt 711
inseneritegevus, vt 71121";;EI
422;42;Tehnovõrgutrasside ehitus;;;;;EI
4221;422;Vee-, gaasi- ja kanalisatsioonitrasside ehitus;"Siia klassi kuulub vedelike, k.a gaasi transportimiseks mõeldud jaotusvõrkude ning nende süsteemide lahutamatuks osaks olevate hoonete ja rajatiste ehitamine.
Siia klassi kuulub:
- tsiviilrajatiste tarbeks:
 • kaug-, veealused ja linnatorustikud
 • veevarustuse pea- ja jaotustorustikud
 • niisutussüsteemid (kanalid)
 • veehoidlad
• kanalisatsioonisüsteemide ehitus, k.a remont
• veepuhastusjaamade ja reoveepuhastusseadmete ehitus
• pumbajaamade ehitus
Siia klassi kuulub ka:
- veevarustuse puurkaevude puurimine 
- puurimistööd maasoojuse kasutamiseks";;"vee- ja kanalisatsioonitorustike paigaldamine hoonetesse, vt 4322
rajatistega seotud projektijuhtimine, vt 7112
reovee-, vee- ja gaasitorude kaamerakontroll, mis ei ole seotud remondi ega paigaldamisega, vt 7120";;JAH
42211;4221;Vee-, gaasi- ja kanalisatsioonitrasside ehitus;"Siia klassi kuulub vedelike, k.a gaasi transportimiseks mõeldud jaotusvõrkude ning nende süsteemide lahutamatuks osaks olevate hoonete ja rajatiste ehitamine.
Siia klassi kuulub:
tsiviilrajatiste tarbeks:
- kaug-, veealused ja linnatorustikud
- veevarustuse pea- ja jaotustorustikud
- niisutussüsteemid (kanalid)
- veehoidlad
- kanalisatsioonisüsteemide ehitus, k.a remont
- veepuhastusjaamade ja reoveepuhastusseadmete ehitus
- pumbajaamade ehitus";"heitvee puhastusjaamade üldehitus
hoonete välise torustiku kokkupanek (hõlmab survetorude või torusüsteemide valmistamiseks vajaliku töötluse, k.a sellega seotud projekteerimis- ja ehitustöö)
kuivendussüsteemide rajamine
vee-, gaasi- ja kanalisatsioonitrasside hooldus ja remont";"vee- ja kanalisatsioonitorustike paigaldamine hoonetesse, vt 43222
rajatistega seotud projektijuhtimine, vt 71121
reovee-, vee- ja gaasitorude kaamerakontroll, mis ei ole seotud remondi ega paigaldamisega, vt 71209";;JAH
42212;4221;Kaevude ja puuraukude rajamine ning likvideerimine;"Siia klassi kuulub: 
- puurkaevude ja -aukude puurimine ja likvideerimine
- veekaevude torusüsteemide ja pumpade paigaldus
Siia klassi kuulub ka:
- puurimistööd maasoojuse kasutamiseks";salvkaevude rajamine;"vee- ja kanalisatsioonitorustike paigaldamine hoonetesse, vt 43222
rajatistega seotud projektijuhtimine, vt 71121
reovee-, vee- ja gaasitorude kaamerakontroll, mis ei ole seotud remondi ega paigaldamisega, vt 71209";;JAH
4222;422;Elektri- ja sidevõrkude ehitus;"Siia klassi kuulub elektrijaotusvõrkude, sideliinide ning nende süsteemide lahutamatuks osaks olevate hoonete ja rajatiste ehitamine.
Siia klassi kuulub:
- tsiviilrajatiste tarbeks:
 • kaug- ja linnasideliinid ning elektriliinid
 • elektrijaamad, nt päikese- või tuulepargid
- laadimisjaamade ehitamine, nt elektrisõidukitele";;"raudteede elektriliinide ja juhtrööbaste ehitus, vt 4212
hüdroelektrijaamade paisude ja tammide ehitus, vt 4291
ehitistele päikeseenergiasüsteemide paigaldamine, vt 4321
akulaadijate paigaldamine, nt elektriautode jaoks, vt 4321
rajatiste ehitusega seotud projektijuhtimine, vt 7112";;JAH
42221;4222;Elektri- ja sidevõrkude ehitus;"Siia klassi kuulub elektrijaotusvõrkude, sideliinide ning nende süsteemide lahutamatuks osaks olevate hoonete ja rajatiste ehitamine.
Siia klassi kuulub:
- kaug- ja linnasideliinide ning elektriliinide ehitamine; elektrijaamade, nt päikese- või tuuleparkide ehitamine
- laadimisjaamade ehitamine, nt elektrisõidukitele";"antennide ja ülekandejaamade üldehitus
elektri maa- või merekaabelliinide (kaugliinide) üldehitus, k.a remont
elektri- ja sidevõrkude hooldus ja remont
elektrikaabelliinide üldehitus, k.a remont
jõujaamade üldehitus
tuulegeneraatorite paigaldamine
õhuelektriliinide, sh raudtee elektritoiteliinide üldehitus, k.a remont
õhusideliinide ja kaabelsidevõrkude, sh maapealsete ja veealuste kaablivõrkude üldehitus ja remont";"raudteede elektriliinide ja juhtrööbaste ehitus, vt 42121
hüdroelektrijaamade paisude ja tammide ehitus, vt 42911
ehitistele päikeseenergiasüsteemide paigaldamine, vt 43211
akulaadijate paigaldamine, nt elektriautode jaoks, vt 43211
rajatiste ehitusega seotud projektijuhtimine, vt 71121";;JAH
429;42;Muude rajatiste ehitus;;;;;EI
4291;429;Vesiehitus;"Siia klassi kuuluvad:
- ehitus- ja rekonstrueerimistööd, nt:
 • veeteed, sadamabasseinid, jõed, jahisadamad
 • hüdromehaanilised konstruktsioonid, nt laevasõidulüüsid, tõsteseadmed, kaldteed, ellingud
 • paisud ja tammid
- veeteede, nt sadamabasseinide, jõgede süvendamine";;"veealuste torujuhtmete ehitus, vt 4221
veealuste kaablite paigaldamine, vt 4222
rajatiste ehitusega seotud projektijuhtimine, vt 7112";;JAH
42911;4291;Vesiehitus;"Siia klassi kuuluvad:
- veeteede, nt sadamabasseinide, jõgede süvendamine
Ehitus- ja rekonstrueerimistööd, nt:
- veeteed, sadamabasseinid, jõed, jahisadamad
- hüdromehaanilised konstruktsioonid, nt laevasõidulüüsid, tõsteseadmed, kaldteed, ellingud
- paisud ja tammid";"akvalangistide, tuukrite jt abil tehtavad veealused tööd
hüdrotehniliste rajatiste ehitamine
kivide ja muda eemaldamine jm vesiehitustööd
lüüside, lüüsiväravate, -kambrite ja -kanalite, ellingute jms hüdromehaaniliste rajatiste üldehitus ja remont
paadisadamate, lüüside, kaide, muulide, dokkide jm kalda- või sadamarajatiste üldehitus, k.a remont
tammide jms tugiseinte üldehitus, k.a parandus";"veealuste torujuhtmete ehitus, vt 42211
veealuste kaablite paigaldamine, vt 42221
rajatiste ehitusega seotud projektijuhtimine, vt 71121";;JAH
4299;429;Mujal liigitamata rajatiste ehitus;"Siia klassi kuulub:
- tööstusrajatiste, v.a hoonete ehitus, nt:
 • kaevandusrajatised, nt šahtid, tornid, tunnelid
 • rafineerimistehased
 • keemiatehased
 • teraviljahoidlad
- muude rajatiste, v.a hoonete ehitus, nt:
 • spordiväljakud
- mänguväljakute ehitus
- basseinide ehitus (v.a kokkupandavad)";;"tööstuslike masinate ja seadmete paigaldus, vt 3320
spordihoonete ehitus, vt 4100
maaomandi jagamine ja parendamine edaspidise müügi eesmärgil, vt 6812
rajatiste ehitusega seotud projektijuhtimine, vt 7112";;JAH
42991;4299;Mujal liigitamata rajatiste ehitus;"Siia klassi kuulub:
- tööstusrajatiste, v.a hoonete ehitus, nt: kaevandusrajatised, nt šahtid, tornid, tunnelid; rafineerimistehased; keemiatehased; teraviljahoidlad
- muude rajatiste, v.a hoonete ehitus, nt: spordiväljakud
- mänguväljakute ehitus
- basseinide ehitus (v.a kokkupandavad)";"Tööstusrajatiste (v.a hooned) üldehitus:
farmaatsiatööstuse rajatised
karjäärirajatised (nt laadimispunktid, tuulutusšahtid, maa-alused tunnelid, strekid)
maa-ala kruntideks jagamine koos maa väärtuse suurendamisega (nt teede ehitamine, elukondliku infrastruktuuri arendamine jms)
muud erirajatised, nt rauavalukojad
puhke- ja meelelahutusrajatised (nt golfiväljakud, supelrannarajatised, lõbustus- ja puhkepargirajatised jne)
spordi- ja puhkerajatiste (v.a hooned) üldehitus:
spordirajatised (nt staadionid ja liuväljad, tenniseväljakud, veespordirajatised, moto-, velo- ja hipodroomid jne)";"tööstuslike masinate ja seadmete paigaldus, vt 33201
spordihoonete ehitus, vt 41001
maaomandi jagamine ja parendamine edaspidise müügi eesmärgil, vt 68121
rajatiste ehitusega seotud projektijuhtimine, vt 71121";;JAH
43;F;Eriehitustööd;"Siia ossa kuuluvad hoonete ja rajatiste ehitamine või nende ettevalmistamisega seotud eritegevused. Need on tavaliselt eri tüüpi hoonete ja rajatiste ehitamisel ette tulevad eritööd, mis nõuavad erioskusi või -vahendeid. Eriehitustöid teevad üldjuhul alltöövõtjad töövõtja nimel, kelle tegevus kuulub jaotistesse 41 või 42. Remonditöid tehakse tavaliselt alltöövõtuta.
Siia kuulub ehitise toimimiseks vajalike igat liiki süsteemide paigaldamine. Neid tegevusi tehakse tavaliselt ehitusplatsil, kuigi osa töid võidakse teha ka väljaspool ehitusplatsi.
Siia kuuluvad ka ujuvplatvormidel tehtavad elektri-, sanitaartehnilised vm avamere ehitustööd.
Seadmete rent koos operaatoriga liigitatakse seotud ehitustegevuse alla.
Siia ossa kuuluvad ka:
- eriehitustööd, mida tehakse remondi või hoolduse korras
- hoonete vm ehitiste viimistlustööd";;;"Eesti Ehitusettevõtjate Liit
Eesti E-kaubanduse Liit
Eesti Kaitse- ja Kosmosetööstuse Liit
Eesti Kaubandus-Tööstuskoda
Eesti Tööandjate Keskliit
Eesti Väike – ja Keskmiste Ettevõtjate Assotsiatsioon (EVEA)
Rahvusvaheline Kaubanduskoda ICC Eesti";EI
431;43;Lammutamine ja ehitusplatside ettevalmistus;Siia gruppi kuuluvad tegevused, mis on seotud objekti ettevalmistamisega järgnevateks ehitustöödeks, k.a varem olemasolevate konstruktsioonide eemaldamiseks.;;;;EI
4311;431;Lammutamine;"Siia klassi kuulub:
- hoonete vm ehitiste lammutamine, demonteerimine või purustamine";;;;JAH
43111;4311;Lammutamine;"Siia klassi kuulub:
- hoonete vm ehitiste lammutamine, demonteerimine või purustamine";k.a tänavate ja maanteede lammutamine ja purustamine;;;JAH
4312;431;Ehitusplatside ettevalmistus;"Siia klassi kuulub:
- ehitusplatside puhastamine
- pinnasetööd, nt kaevetööd, tagasitäide, tasandamine, kraavi kaevamine, lõhkamine
Siia klassi kuulub ka:
- ala ettevalmistamine kaevandamiseks, nt
 • kattekihi eemaldamine ning muu maavarade leiukohtade (v.a nafta-ja gaasiväljad) arendamine ja ettevalmistamine
- ehitusplatsi kuivendamine
- põllu- või metsamaa kuivendamine
- paiga ettevalmistamine arheoloogilisteks kaevamisteks";;"pinnase eemaldamine kaevandustes, vt jagu B
nafta või gaasi ammutamiseks puuraukude puurimine, vt 0610, 0620
nafta või gaasi ammutamisega seotud kontrollpuurimine, vt 0910
katsepuurimise ja puurimise abiteenused, nt kaevandamisega seoses, vt 0990
pinnase saastest puhastamine, vt 3900
veekaevude puurimine, vt 4221
šahtide süvistamine, vt 4350";;JAH
43121;4312;Ehitusplatside ettevalmistus ja puhastus;"Siia klassi kuulub:
- ehitusplatside puhastamine
Siia klassi kuulub ka:
- kattekihi eemaldamine ja ehitusplatsi nivelleerimine";"mulla sõelumine
pinnase tugevdamine; kivide teisaldamine";"pinnase eemaldamine kaevandustes, vt jagu B
nafta või gaasi ammutamiseks puuraukude puurimine, vt 06101, 06201
nafta või gaasi ammutamisega seotud kontrollpuurimine, vt 09101
katsepuurimise ja puurimise abiteenused, nt kaevandamisega seoses, vt 09901
pinnase saastest puhastamine, vt 39001
veekaevude puurimine, vt 42212
šahtide süvistamine, vt 43501";;EI
43122;4312;Maakuivendus- ja maaparandustööd;"Siia klassi kuulub:
- ehitusplatsi kuivendamine
- põllu- või metsamaa kuivendamine";maaparandusühistud;"pinnase eemaldamine kaevandustes, vt jagu B
nafta või gaasi ammutamiseks puuraukude puurimine, vt 06101, 06201
nafta või gaasi ammutamisega seotud kontrollpuurimine, vt 09101
katsepuurimise ja puurimise abiteenused, nt kaevandamisega seoses, vt 09901
pinnase saastest puhastamine, vt 39001
veekaevude puurimine, vt 42212
šahtide süvistamine, vt 43501";;JAH
